ID,female,age,level_sco,nationality,paid_act,internship,children,id_parentsinc,parents_stat,semester,siblings,bac,distance
1m8w98962,1,21,,1,1,1,0,8,1,1,1,2,66
1y4s48689,0,18,,1,1,0,0,8,1,1,2,1,66
1e4q26672,0,18,,1,1,0,0,8,1,1,1,1,66
1a4a36672,1,21,2,1,1,0,0,2,1,0,2,1,66
1a8x62427,1,23,2,1,0,1,0,4,0,1,4,1,67
1s8u64434,0,22,2,1,0,0,0,4,1,0,1,2,67
1a8a48423,1,19,2,1,1,0,0,5,1,1,1,3,67
1y2p34249,0,22,,1,0,1,0,7,1,1,1,3,67
1u7c96489,1,18,,1,1,0,0,7,1,1,1,4,67
1q2j34732,1,19,2,1,0,0,0,5,1,1,1,1,67
1a7x28648,1,20,,1,0,0,0,7,1,0,1,2,67
1y5p22682,1,19,,1,0,1,0,7,1,1,1,1,67
1q7m74553,1,20,2,1,1,1,0,5,1,1,1,1,67
1e2n64276,1,22,,1,0,1,0,7,1,1,1,2,68
1s2r62276,1,22,,1,1,1,0,7,1,1,1,3,68
1y3s52332,1,22,,1,0,1,0,8,1,0,1,3,68
1a3a86354,1,19,,1,1,0,0,8,1,1,1,1,68
1m3t32354,0,20,2,1,1,1,0,7,0,1,2,3,68
1w3k68324,1,20,,1,0,1,0,7,1,1,1,3,68
1q5j48843,1,20,,1,0,1,0,7,1,1,1,1,68
1m3t36328,1,25,,1,0,1,0,8,1,1,0,3,68
1a2x46393,0,19,,1,0,0,0,6,0,1,0,2,68
1y3s32354,1,22,,1,0,,0,7,1,0,1,3,68
1e3n62357,0,20,,1,0,0,0,8,0,1,1,1,68
1y3p56499,1,20,2,1,1,1,0,2,1,1,1,1,68
1y3p68496,1,18,2,1,1,0,0,3,1,1,1,3,68
1e8n28984,0,19,,1,0,0,0,7,1,0,1,2,68
1g5v32523,1,19,,1,1,0,0,7,1,1,1,2,69
1s6r88895,1,18,2,1,1,1,0,5,1,1,1,3,69
1y2s98883,1,18,,1,1,0,0,8,1,0,1,4,69
1y4p54574,1,23,2,1,0,0,0,7,1,1,2,2,69
1m5w66524,1,17,,1,1,0,0,8,1,1,1,1,69
1m3t78543,1,20,2,1,0,1,0,8,1,1,3,1,69
1a3a96565,1,20,,1,0,0,0,7,1,1,1,3,69
1u4z68547,1,20,,1,1,1,0,7,1,1,1,1,69
1q3j54523,1,19,,1,1,1,0,8,1,1,1,4,69
1a2a66597,1,23,,1,0,1,0,7,0,1,1,3,69
1g3y84594,1,19,,1,1,1,0,8,1,1,1,1,69
1q3m62565,1,21,,1,1,0,0,7,1,1,1,1,69
1u4z34564,1,20,,1,1,0,0,7,1,1,0,2,69
1g4v94594,1,20,2,1,1,0,0,6,1,0,2,4,69
1m4w48568,1,21,,1,0,0,0,8,0,1,1,2,69
1w5h74529,1,19,,1,1,0,0,7,1,1,1,3,69
1y6s94898,1,18,2,1,0,1,0,6,1,0,1,4,69
1y3s86567,0,19,,1,1,0,0,7,1,1,1,3,69
1s2r68884,1,20,,1,1,0,0,6,1,0,2,4,69
1y3p62567,1,21,,1,1,1,0,7,1,1,1,2,69
1e7n24952,1,18,,1,0,1,0,7,1,1,1,3,69
1w4k38523,1,23,,1,0,1,0,8,0,0,1,1,69
1u4z28592,0,24,,1,0,1,0,7,1,0,1,2,69
1q4j34879,1,18,2,1,1,1,0,6,1,1,1,1,69
1y9s96674,1,19,,1,1,1,0,7,1,1,1,1,69
1w8h74837,1,19,2,1,1,1,0,5,1,0,1,3,69
1y6p52857,1,18,2,1,1,0,0,5,0,0,4,3,70
1u9c24392,1,20,,1,1,1,0,8,1,1,1,4,70
1w9k24372,1,26,,1,0,0,0,8,1,1,1,2,70
1u5z42893,1,19,,1,1,0,0,8,1,0,0,2,70
1u2z84854,0,18,,1,1,0,0,7,1,0,0,3,70
1y5p98934,0,19,,1,1,1,0,7,1,1,1,3,70
1m9t76392,1,21,,1,1,1,0,8,1,1,1,2,70
1u9z36385,1,20,,1,0,1,0,8,1,1,1,3,70
1g2v66266,1,19,,1,0,1,0,7,1,0,1,3,70
1a2a84856,1,17,,1,1,0,0,8,1,0,2,4,70
1w9h76364,0,18,,1,1,1,0,7,1,1,1,3,70
1m5t22933,1,19,,1,1,1,0,7,1,1,1,3,70
1s9u96372,1,18,,1,1,0,0,7,1,1,1,2,70
1m9t82392,1,21,,1,1,1,0,8,1,0,1,2,70
1c9f98362,1,18,2,1,1,0,0,6,1,1,2,3,70
1g9v82394,1,23,2,1,0,1,0,5,1,1,1,2,70
1u2c64266,1,19,2,1,0,0,0,4,0,1,2,2,70
1a4x46989,1,21,,1,1,1,0,8,1,1,1,2,70
1y5p46899,1,20,2,1,1,1,0,6,1,1,1,1,70
1y2s74858,1,18,,1,1,0,0,8,1,0,2,3,70
1a9a92332,0,21,,1,1,1,0,8,1,1,1,2,70
1q5m32944,0,21,2,1,1,0,0,4,0,0,4,3,70
1c9f74396,0,23,,1,0,0,0,7,1,0,1,4,70
1e5q66894,1,19,,1,1,1,0,8,0,0,2,3,70
1s9r32344,1,21,2,1,0,1,0,5,1,0,1,1,70
1q2m34423,0,19,,1,1,0,0,7,1,0,0,2,70
1q9j68342,1,19,2,1,1,1,0,4,1,1,1,3,70
1s2u36426,1,17,2,1,1,0,0,7,1,1,2,2,70
1y9s42335,0,19,,1,1,0,0,7,0,1,0,4,70
1g9v86368,1,19,,1,1,0,0,8,0,1,1,3,70
1w9h52397,1,25,,1,0,1,0,7,0,0,1,3,70
1q4m98989,1,22,,1,1,1,0,5,1,1,1,3,70
1g5y86934,1,18,2,1,1,1,0,7,0,1,3,3,70
1q2j92859,0,20,2,1,1,1,0,8,1,1,3,2,70
1q7m38446,1,19,,1,1,1,0,7,1,1,1,2,70
1w8h88374,1,18,2,1,0,1,0,4,1,0,1,1,72
1s8u36365,1,21,2,1,1,0,0,4,1,1,2,4,72
1e8n46374,1,21,,1,0,1,0,8,1,1,2,4,72
1s8u34356,0,19,2,1,1,1,0,6,0,1,2,2,72
1s8u94347,1,18,,1,1,0,0,8,1,1,0,1,72
1m8w44333,1,22,,1,1,1,0,7,1,1,0,1,72
1u8z88365,0,21,2,1,1,0,0,4,1,1,1,1,72
1e8q32343,1,21,2,1,1,1,0,4,1,1,1,1,72
1u8c32385,1,21,2,1,0,1,0,5,1,1,2,4,72
1g9y72337,1,24,,1,0,0,0,8,0,0,2,1,72
1g2v96378,1,18,2,1,1,0,0,5,1,1,1,3,72
1u4c38557,1,18,2,1,1,1,0,6,1,1,1,2,72
1g4y96535,1,19,2,1,1,0,0,6,1,1,1,1,72
1s9r32774,1,18,,1,1,0,0,8,1,0,2,4,72
1y8p76357,0,17,,1,1,0,0,7,1,1,1,3,72
1c8f56895,0,20,,1,1,0,0,8,0,1,1,1,72
1s2u76226,0,19,2,1,0,1,0,5,1,0,1,2,72
1m2w88425,1,18,,1,1,0,0,6,0,1,0,3,73
1u5z28936,0,18,,1,1,1,0,7,1,1,1,2,73
1e4n22997,0,21,2,1,1,1,0,5,1,1,1,4,73
1m2w32425,1,17,,1,1,0,0,8,1,1,1,3,73
1u4c28998,1,19,,1,1,1,0,8,0,1,1,4,73
1u2c34426,0,21,2,1,1,0,0,6,0,1,3,4,73
1q5m94929,0,20,,1,1,0,0,8,1,1,2,1,73
1y4p54864,0,19,2,1,0,0,0,4,1,1,2,3,74
1e9q38245,0,20,,1,0,1,0,8,1,0,1,1,74
1y5s42456,1,28,,1,0,1,0,7,1,1,1,1,74
1e4q62488,0,19,,1,0,1,0,7,0,1,1,1,74
1a7x26445,0,18,,1,1,0,0,8,1,1,0,1,75
1e4q66255,1,18,2,1,0,1,0,5,1,1,1,3,75
1a6a84865,1,18,2,1,1,0,0,5,1,1,2,2,75
1y2p38948,1,22,2,1,0,1,0,7,1,0,2,3,75
1e9n98828,1,20,,1,1,1,0,8,1,1,1,2,75
1a3a92947,1,20,,1,0,1,0,7,0,1,1,4,75
1w5h88898,1,20,2,1,1,0,0,6,1,1,1,1,75
1y2s28267,1,22,,1,0,,0,7,1,1,1,1,75
1g2y32947,1,24,,1,1,1,0,7,1,1,1,3,75
1c2f28978,1,18,,1,1,0,0,8,1,0,0,1,75
1c9f72834,0,20,2,1,0,0,0,7,1,1,2,2,75
1g2y56983,1,17,,1,1,0,0,7,0,1,1,1,75
1s2u24266,1,27,,1,0,1,0,7,0,1,0,1,75
1s6r42824,0,18,2,1,1,0,0,4,0,1,3,1,75
1g5y62938,0,19,,1,1,1,0,8,1,1,1,3,75
1m5t42939,0,20,2,1,1,1,0,6,1,1,1,3,75
1e6q46429,1,24,,1,1,1,0,7,1,1,1,2,75
1q6m58466,0,22,2,1,1,1,0,7,1,1,2,1,75
1s6r62462,1,18,2,1,1,0,0,5,1,0,1,2,75
1e7n96622,0,18,2,1,1,1,0,4,1,1,2,1,75
1a3x84273,1,22,2,1,0,1,0,5,1,1,1,1,75
1u3z46299,1,18,2,1,0,1,0,3,1,1,1,1,75
1c4f72285,0,19,2,1,1,0,0,5,1,1,1,3,75
1a5x96229,0,20,2,1,1,0,0,3,1,1,2,4,75
1q3j34298,1,18,2,1,1,0,0,4,1,1,1,2,75
1g4y92285,1,18,2,1,1,0,0,6,0,1,2,3,75
1s3u68296,1,18,,1,0,0,0,8,1,1,1,2,75
1e2q54284,1,21,,1,0,1,0,7,1,0,0,2,75
1g9v52799,1,18,,1,1,0,0,8,1,1,0,3,75
1e7q28892,1,18,2,1,0,1,0,6,1,1,1,3,75
1c4f68249,1,20,,1,1,1,0,7,1,0,1,2,76
1s5u34725,1,22,,1,0,1,0,7,1,0,1,1,76
1q7m84832,1,19,2,1,0,1,0,4,1,1,1,1,76
1g8y28926,1,24,2,1,0,1,0,7,1,0,2,3,76
1a5a36934,0,22,,1,0,1,0,8,1,0,2,2,76
1s9r44399,1,25,,1,0,1,0,8,1,1,1,4,76
1g4v68987,0,21,,1,1,1,0,8,1,0,2,2,76
1q9m38395,0,20,,1,0,1,0,8,1,1,2,2,76
1s7u82832,1,20,,1,0,1,0,7,1,1,1,2,77
1g4v34796,0,18,,1,1,1,0,8,1,1,1,4,77
1s8r62285,1,22,2,1,1,1,0,5,1,1,1,2,78
1m5w62839,1,18,,1,0,1,0,8,1,0,0,2,78
1q8j32295,0,18,2,1,1,1,0,7,1,1,2,1,78
1m7t58294,0,19,2,1,1,0,0,4,0,1,2,2,78
1c8f54292,1,21,,1,1,1,0,8,1,0,2,1,78
1m7w42255,1,25,2,1,1,0,0,2,1,0,1,1,78
1s2u84975,1,22,,1,1,1,0,8,1,1,2,2,78
1e2q52235,1,18,,1,1,1,0,8,1,1,1,2,78
1a7a88242,1,23,2,1,1,1,0,4,0,1,1,2,78
1a7x22277,1,24,,1,0,1,0,7,1,1,1,1,78
1y9s64225,1,24,2,1,0,1,0,5,1,1,2,2,78
1m8t64224,1,17,,1,1,1,0,7,1,1,1,4,78
1w2h82979,1,21,,1,1,1,0,8,1,1,1,4,78
1g8y92246,1,19,2,1,0,0,0,5,1,1,1,1,78
1g8y28249,0,20,2,1,0,0,0,3,1,1,1,3,78
1s7r92279,1,19,,1,1,1,0,7,0,1,1,2,78
1y8p66243,1,21,,1,0,1,0,7,1,1,1,3,78
1g8v84262,1,17,,1,1,0,0,8,1,1,1,4,78
1w7k84278,0,19,,1,1,0,0,7,0,0,1,1,78
1w8h82252,1,18,,1,1,0,0,5,0,1,1,2,78
1g9y82229,1,22,2,1,0,1,0,3,0,1,2,3,78
1y5s22546,1,22,,1,1,1,0,8,1,1,1,2,78
1u5z76544,1,19,2,1,1,1,0,5,1,1,11,4,78
1y5s48884,1,19,2,1,0,1,0,5,1,0,2,2,79
1e5q46583,1,18,,1,1,1,0,8,1,1,1,1,79
1s5u34589,0,18,,1,1,0,0,8,0,1,2,1,79
1u2z64572,0,18,2,1,1,1,0,2,1,1,1,3,79
1a7x78967,0,20,,1,1,1,0,7,1,0,1,3,79
1e2q96567,1,20,,1,1,1,0,8,1,1,1,4,79
1g7y42963,0,20,,1,1,1,0,7,1,1,1,3,79
1a7a52968,0,19,,1,0,0,0,7,0,1,1,3,79
1q6m38459,0,21,,1,0,1,0,8,1,1,1,1,79
1u6z78442,0,17,,1,0,0,0,7,1,1,1,2,79
1s6u76444,0,19,,1,1,1,0,8,1,1,1,3,79
1c9f56355,1,18,2,1,0,1,0,6,1,1,1,1,79
1s2r34872,0,18,,1,1,0,0,8,1,0,2,4,80
1y7s36429,0,20,2,1,1,0,0,7,1,1,2,1,80
1g7v58475,1,22,,1,0,1,0,8,1,1,1,1,80
1y7p52428,1,18,,1,1,0,0,8,1,1,1,2,80
1g6y46965,0,22,2,1,0,1,0,5,1,0,1,2,80
1w7h54428,1,20,2,1,0,0,0,5,1,1,1,4,80
1y6p68499,1,19,2,1,1,0,0,6,1,1,3,3,80
1q6m98494,1,23,2,1,1,0,0,4,0,0,1,2,80
1s7u52464,0,20,2,1,1,1,0,6,1,0,1,3,80
1e7q22478,1,22,2,1,0,1,0,5,1,0,3,1,80
1w7h72426,1,22,2,1,1,1,0,3,1,1,2,3,80
1a7a92469,1,19,2,1,1,0,0,4,1,1,1,3,80
1w7h46434,1,21,,1,0,1,0,7,0,1,1,2,80
1u6c62475,1,19,2,1,0,1,0,4,1,1,1,2,80
1a6a86497,1,20,,1,0,1,0,8,1,1,1,2,80
1e7q76426,1,21,,1,1,1,0,7,1,1,1,2,80
1m7t62422,1,20,,1,0,0,0,6,1,0,0,1,80
1c7f62478,1,22,,1,1,1,0,7,1,1,1,1,80
1g6y62485,0,21,,1,1,1,0,7,0,1,1,2,80
1s3r34264,0,18,,1,1,0,0,7,0,1,1,1,80
1m7w78732,0,19,,1,1,0,0,8,1,1,2,1,80
1s3r66529,0,18,,1,1,0,0,8,1,1,2,3,80
1u2c56567,1,23,2,1,1,1,0,7,0,1,2,3,80
1s4r94532,1,22,2,1,1,1,0,6,0,1,1,2,80
1w2h46583,1,21,,1,0,,0,8,1,1,1,3,80
1w5h48536,0,23,2,1,1,0,0,6,0,0,1,2,80
1a7a24953,1,17,,1,0,1,0,8,1,1,1,4,80
1w7k22829,1,19,2,1,1,1,0,5,1,1,3,1,80
1w2k64243,1,20,,1,0,1,0,7,1,0,1,2,80
1q4m74593,1,23,,1,0,1,0,7,1,1,0,1,80
1y7p62958,1,23,,1,0,1,0,7,1,0,1,3,80
1y4p94587,1,22,,1,0,0,0,6,1,0,0,3,80
1e4q86595,1,22,,1,0,0,0,7,1,1,1,2,80
1u7z46952,1,19,2,1,0,1,0,7,1,1,3,3,80
1s2r36895,0,19,,1,1,0,0,8,1,1,2,2,80
1g2y22578,1,17,2,1,0,1,0,8,0,1,3,2,80
1c4f82549,1,18,,1,1,1,0,8,1,1,1,1,80
1w2k62246,1,20,,1,1,1,0,8,1,1,1,3,80
1g2v52569,1,25,,1,0,1,0,5,1,0,0,1,80
1y2s38587,0,22,2,1,0,1,0,7,1,1,3,3,80
1e3n48526,1,18,,1,1,1,0,7,1,1,1,3,80
1e4n56523,1,18,,1,1,0,0,8,1,1,1,3,80
1g2v32592,1,22,,1,0,1,0,7,1,0,1,4,80
1a4x46545,1,24,,1,0,0,0,7,0,0,1,1,80
1e5q48882,1,20,2,1,0,1,0,5,1,0,1,1,80
1s6r58677,1,18,2,1,1,1,0,4,1,1,2,3,80
1a6a22943,1,23,,1,1,1,0,8,1,1,1,4,80
1a6x22469,1,19,2,1,0,1,0,4,0,1,1,1,80
1a4x84728,0,23,2,1,0,0,0,5,1,0,0,2,80
1g3y36383,1,22,,1,1,0,0,7,0,0,1,4,80
1s6r84422,0,19,,1,1,1,0,8,1,1,1,2,80
1m5t94432,1,17,2,1,1,0,0,6,1,1,1,3,80
1u6z54472,0,20,2,1,1,0,0,4,1,0,2,2,80
1a4a46323,1,17,,1,1,0,0,8,0,1,1,4,80
1w8k42337,1,19,,1,1,0,0,7,1,1,1,2,80
1y5p92474,1,19,,1,1,0,0,8,1,1,0,4,80
1y6s52437,1,21,,1,0,0,0,7,0,1,1,2,80
1s8r96893,0,20,,1,0,1,0,7,1,1,1,3,80
1q9m84379,1,22,2,1,0,0,0,8,0,1,5,2,80
1u4c84986,0,24,,1,1,0,0,7,0,0,0,3,80
1g5y46896,0,24,,1,0,1,0,8,1,0,2,3,80
1s9u64367,1,18,2,1,1,0,0,3,1,1,1,1,80
1g2v64264,0,22,2,1,0,1,0,3,1,1,1,3,80
1s9r44385,1,21,2,1,1,1,0,5,1,1,2,2,80
1a2a66267,1,18,2,1,1,0,0,5,1,1,2,4,80
1q9m74333,0,20,2,1,1,0,0,7,1,1,2,4,80
1a9x24385,0,21,2,1,1,0,0,5,1,1,1,2,80
1q8j94392,1,22,,1,1,1,0,8,1,1,0,2,80
1a9x56389,1,20,2,1,0,1,0,5,1,1,1,1,80
1m9t28325,1,21,2,1,1,0,0,5,1,1,0,2,80
1s9r48344,0,18,2,1,1,1,0,4,1,1,1,3,80
1g9y64357,0,18,2,1,1,1,0,7,0,1,4,2,80
1g9y62363,1,19,,1,1,0,0,8,1,1,1,2,80
1w5h86928,0,18,,1,1,1,0,5,1,1,0,3,80
1m9t54347,0,19,2,1,1,1,0,3,1,1,1,2,80
1g9y68332,0,20,,1,1,1,0,7,0,1,1,1,80
1e9q52336,1,18,2,1,1,0,0,7,1,1,2,3,80
1a9x76367,1,21,,1,1,0,0,8,1,0,1,1,80
1w9h88873,1,18,2,1,1,1,0,3,1,1,3,2,81
1u3c22927,1,20,2,1,0,1,0,5,1,0,1,3,81
1s2u42358,0,20,2,1,1,1,0,6,1,1,3,3,81
1g2v54839,0,18,2,1,1,0,0,6,1,0,1,4,81
1s2u92346,1,18,2,1,0,1,0,4,1,1,2,4,81
1m2t38378,1,21,2,1,1,0,0,6,0,1,4,2,81
1u2c46839,0,18,2,1,1,0,0,6,1,0,2,4,81
1q2j62337,0,20,2,1,1,1,0,4,1,1,3,2,81
1m2t68359,1,18,2,1,1,0,0,7,1,1,2,2,81
1g9y56295,1,25,2,1,1,1,1,8,0,1,5,4,81
1q2m88984,0,18,,1,1,0,0,7,1,1,2,3,81
1e9q66246,1,21,,1,1,1,0,7,1,1,1,1,81
1m6w76653,0,22,2,1,0,,0,6,0,1,1,1,81
1s7r94552,1,21,2,1,1,0,0,5,0,1,3,1,81
1m2w64645,1,22,,1,0,1,0,7,1,1,1,1,81
1w4h44662,0,20,,1,1,1,0,8,1,1,1,4,81
1q4m56663,1,22,2,1,0,1,0,6,1,1,1,4,81
1q3j24662,0,18,2,1,1,0,0,3,1,1,2,2,81
1e6n92564,1,20,2,1,1,1,0,5,1,1,1,3,81
1s6u46553,0,22,,1,0,1,0,8,1,0,1,1,81
1m4w92657,0,17,2,1,1,0,0,7,1,1,2,4,81
1w2k58527,1,19,2,1,1,1,0,5,1,1,3,4,82
1q2j36886,0,17,,1,1,0,0,8,1,0,1,2,82
1g2y64528,0,19,,1,0,1,0,7,1,1,1,2,82
1m2t88269,1,19,,1,1,0,0,7,1,1,1,1,82
1e2q22265,1,18,,1,1,0,0,7,1,1,1,1,82
1e6q26534,0,20,,1,0,1,0,8,1,1,1,3,82
1c5f86597,1,20,2,1,1,0,0,4,1,1,5,2,82
1s2u48646,1,19,,1,1,1,0,8,0,1,1,2,82
1u2z66272,1,18,,1,1,0,0,8,1,1,0,3,82
1a8a84544,1,20,2,1,0,0,0,8,1,1,4,4,82
1u7z24994,0,21,2,1,1,1,0,5,1,1,2,1,82
1y3p24352,1,24,,1,0,1,0,8,1,1,2,4,82
1s6r24622,1,21,2,1,0,1,0,5,1,1,2,4,83
1w5h88979,0,19,2,1,1,1,0,6,1,1,3,3,83
1w5h64623,1,18,2,1,1,1,0,4,1,1,1,2,83
1g5y66623,1,18,,1,1,1,0,7,0,1,1,3,83
1w4h52696,1,28,,1,0,,1,8,1,1,1,1,83
1m5t28639,1,18,,1,0,1,0,7,1,1,0,2,83
1a5x74629,0,18,,1,1,0,0,7,1,1,1,1,83
1c5f92636,1,21,,1,1,0,0,7,1,1,1,1,83
1e5n82627,0,19,2,1,1,1,0,6,1,0,3,1,83
1m6w38954,1,21,,1,1,1,0,7,1,1,1,3,84
1a7a74457,1,19,,1,1,0,0,8,1,1,1,4,84
1a6a88477,1,18,2,1,1,1,0,5,1,1,1,3,84
1w7h72648,1,17,2,1,1,1,0,3,1,1,0,2,84
1y7p88643,1,21,2,1,1,1,0,2,1,1,1,3,84
1w7h78896,0,19,2,1,0,,0,5,1,0,1,3,84
1u3c54864,1,18,,1,1,0,0,7,1,0,1,3,84
1y7s64653,1,19,,1,1,1,0,7,0,1,1,3,84
1s7r38657,1,20,2,1,0,1,0,4,1,1,1,2,84
1u3z66277,0,21,2,1,1,1,0,6,1,1,2,1,84
1s4r92899,1,18,,1,1,1,0,8,1,1,1,2,84
1q5j22825,0,19,2,1,1,0,0,5,1,0,2,1,84
1e4n54253,0,18,2,1,1,1,0,3,1,1,1,2,84
1w4h56255,1,19,,1,1,1,0,8,0,1,1,3,84
1y3p78277,1,27,2,1,1,1,1,5,1,1,2,1,84
1m5w28882,1,19,2,1,0,1,0,6,1,1,4,4,84
1m3t64899,1,20,2,1,0,1,0,3,1,0,1,1,84
1s7u26844,0,20,,1,1,1,0,8,1,1,1,1,84
1u2c88765,1,22,2,1,1,1,0,6,0,0,5,2,84
1m9w68953,0,18,,1,1,1,0,8,1,1,0,3,84
1y4p68855,1,19,,1,1,1,0,7,1,1,0,1,85
1y6s82635,1,21,,1,0,1,0,8,1,1,1,4,85
1a5a66683,1,21,,1,0,1,0,8,1,1,0,2,85
1y7p28666,1,22,2,1,1,1,0,6,1,0,3,1,86
1e7q66659,1,17,2,1,0,0,0,3,1,1,1,1,86
1m7t24654,1,21,,1,0,0,0,8,1,1,2,1,86
1y5p28596,1,25,,1,0,1,0,7,0,1,1,2,86
1w5h64598,1,19,2,1,1,0,0,6,1,1,2,3,86
1a6x36529,1,19,,1,1,0,0,7,0,1,1,2,86
1g6v88358,1,18,,1,1,0,0,7,0,0,0,3,86
1y6s28352,1,19,2,1,0,0,0,4,1,1,1,2,86
1c6f66369,0,21,2,1,1,0,0,7,1,1,2,1,86
1q5m88393,1,22,,1,0,0,0,8,0,1,0,3,86
1q6m36339,1,19,2,1,1,0,0,6,1,0,2,1,86
1m6w24324,0,22,2,1,1,1,0,6,1,1,2,3,86
1q5j22385,1,22,,1,1,0,0,8,1,1,1,1,86
1a2a82847,1,18,2,1,1,0,0,4,1,0,2,4,86
1m6w54348,1,21,2,1,0,1,0,5,1,1,1,1,86
1g5y26392,0,19,2,1,1,1,0,4,1,1,2,3,86
1u6z44376,0,22,,1,1,1,0,8,1,0,1,1,86
1g6v52352,1,21,,1,0,1,0,8,1,1,2,1,86
1g6v82347,1,20,2,1,0,1,0,7,1,1,2,3,86
1u6c52346,1,20,2,1,1,1,0,3,0,1,3,2,86
1a5a98397,1,18,2,1,1,1,0,5,1,1,1,3,86
1g2y54262,0,20,,1,1,1,0,6,1,1,0,2,86
1a5a38377,1,21,,1,0,1,0,7,0,1,1,2,86
1m4t58924,0,18,2,1,1,0,0,7,1,1,3,4,86
1s4r68925,1,20,,1,1,1,0,8,1,1,2,3,86
1a6a92328,1,21,2,1,1,0,0,7,0,1,2,2,86
1y6p88366,1,19,2,1,0,1,0,5,1,1,1,3,86
1s6u22342,1,20,,1,1,0,0,8,1,1,2,3,86
1u6z96373,1,19,,1,1,1,0,8,1,1,2,2,86
1w2k52266,0,18,2,1,0,1,0,7,1,1,2,4,86
1e6n34374,0,19,2,1,1,1,0,7,1,1,2,1,86
1c6f68788,0,20,2,1,1,1,0,5,1,1,1,1,87
1e5q44226,0,19,,1,1,1,0,8,0,1,1,1,88
1q5m84235,0,22,,1,1,1,0,7,0,1,1,2,88
1y4s86293,0,17,2,1,0,0,0,5,1,1,1,2,88
1a3a76974,0,17,,1,1,1,0,7,1,1,1,4,88
1u5c64357,1,18,2,1,1,0,0,4,1,0,2,4,88
1e5q88368,0,18,,1,1,1,0,7,1,1,1,3,88
1w3k92974,0,18,,1,1,0,0,7,1,1,1,2,88
1w4k74397,0,21,2,1,0,1,0,7,1,0,3,2,88
1s5u38327,1,17,2,1,1,1,0,6,1,1,3,1,88
1c5f88368,0,17,2,1,1,0,0,3,0,1,4,1,88
1y6s54677,1,18,2,1,1,0,0,5,0,0,5,1,88
1a6x72665,1,17,2,1,1,1,0,7,0,1,2,2,88
1y6p22697,1,18,,1,1,1,0,8,1,1,2,1,88
1q7m52634,0,18,,1,1,0,0,7,1,1,1,4,88
1e6n88697,1,20,2,1,1,1,0,3,0,1,6,2,88
1u6c52694,1,18,,1,1,0,0,7,1,1,1,2,88
1m7w58643,1,18,2,1,1,1,0,3,1,1,7,1,88
1q6j92699,1,21,,1,1,1,0,8,1,1,0,3,88
1e6q98692,1,19,2,1,1,0,0,1,1,1,2,2,88
1m8t42986,1,20,,1,0,0,0,8,1,0,2,1,88
1s6u28673,0,20,,1,1,0,0,8,1,1,2,2,88
1c6f92666,0,20,,1,1,1,0,8,1,1,2,3,88
1e7q46638,1,18,,1,1,1,0,8,1,1,2,1,88
1m7t76636,0,19,2,1,0,1,0,2,0,1,1,2,88
1m6w32695,1,21,2,1,0,1,0,3,1,1,2,4,88
1s6u44676,1,21,,1,1,1,0,6,1,1,0,1,88
1m8t48983,1,22,,1,0,0,0,7,1,1,1,1,88
1a7x48638,1,19,,1,0,1,0,7,1,1,1,1,88
1a6a28665,1,23,,1,0,1,0,7,0,0,1,2,88
1q6j64684,0,27,2,1,0,1,0,3,1,1,1,3,88
1m6w94652,1,21,2,1,1,1,0,5,1,0,1,1,88
1w7k28634,1,19,,1,0,1,0,8,1,0,0,1,88
1e6n96678,0,18,2,1,1,1,0,5,1,1,0,2,88
1a6x96689,1,20,,1,0,1,0,8,1,1,2,4,88
1m6t52697,1,19,2,1,1,0,0,7,1,0,2,4,88
1w6h42695,1,21,2,1,0,1,0,4,1,1,2,4,88
1e7q48633,1,22,,1,1,1,0,8,1,1,1,1,88
1g7v36625,0,21,,1,1,0,0,6,1,1,0,2,88
1g7v44634,1,19,,1,1,1,0,8,1,1,1,1,88
1u7z54642,1,18,,1,1,0,0,8,0,1,1,2,88
1m6t82664,1,20,,1,1,0,0,8,0,1,2,4,88
1s6r74696,1,21,,1,0,1,0,8,1,1,0,2,88
1s6r74653,0,20,,1,0,1,0,7,0,0,0,4,88
1a6a44697,1,19,,1,1,0,0,7,1,1,1,1,88
1u6c36232,1,21,,1,1,1,0,8,1,1,0,3,88
1m6t52528,0,19,2,1,1,1,0,5,0,1,0,3,88
1y4s62626,1,19,,1,1,1,0,7,1,1,1,3,88
1m5t42635,0,23,,1,0,0,0,8,1,0,2,3,88
1u8c58969,0,24,,1,0,1,1,7,1,1,1,2,88
1u8z34969,1,21,,1,0,1,0,8,1,0,2,1,88
1w7k36324,1,17,,1,1,0,0,8,1,1,1,2,89
1m7w38346,1,18,,1,0,0,0,8,1,1,1,1,89
1u7z32322,1,19,,1,1,0,0,7,1,1,0,1,89
1a7x26348,1,18,,1,1,1,0,7,1,1,0,2,89
1a6x44388,1,22,2,1,0,1,0,3,1,1,1,1,89
1c5f58552,1,18,,1,1,1,0,8,1,1,2,2,89
1s5u32566,1,18,2,1,1,0,0,2,1,0,1,1,89
1a5a64563,0,20,2,1,0,1,0,4,1,1,1,2,89
1m5w82542,1,19,2,1,1,1,0,5,1,1,1,2,89
1q5j72774,0,20,,1,0,,0,8,0,1,0,4,89
1u2z44229,0,21,,1,1,1,0,7,1,1,1,1,89
1q2j48638,1,19,2,1,1,0,0,7,0,0,3,2,90
1e4n92644,0,21,,1,0,1,0,8,1,1,2,4,90
1m4w94843,1,20,2,1,0,1,0,4,1,1,1,1,90
